date,day_of_week,month,product_name,category,selling_price,stock_before_sale,payment_method,quantity_sold
2025-11-28,Friday,11,Toothpaste,Personal Care,95,63,Card,8
2025-01-22,Wednesday,1,Bread,Bakery,35,69,Cash,13
2025-02-13,Thursday,2,Tea,Beverage,120,42,Cash,9
2025-06-26,Thursday,6,Cold Drink,Beverage,40,76,Card,15
2025-04-05,Saturday,4,Bread,Bakery,35,57,UPI,21
2025-10-18,Saturday,10,Bread,Bakery,35,49,UPI,25
2025-02-20,Thursday,2,Maggi,Grocery,15,83,Cash,17
2025-07-02,Wednesday,7,Juice,Beverage,55,68,Cash,6
2025-11-14,Friday,11,Maggi,Grocery,15,59,UPI,19
2025-12-04,Thursday,12,Milk,Dairy,60,80,Cash,16
2025-07-06,Sunday,7,Coffee,Beverage,180,41,UPI,11
2025-04-24,Thursday,4,Bread,Bakery,35,53,Cash,16
2025-06-19,Thursday,6,Maggi,Grocery,15,68,UPI,19
2025-09-07,Sunday,9,Biscuit,Snacks,25,47,Cash,16
2025-05-24,Saturday,5,Maggi,Grocery,15,56,UPI,24
2025-02-09,Sunday,2,Cold Drink,Beverage,40,61,Cash,9
2025-10-24,Friday,10,Chips,Snacks,20,50,Card,17
2025-10-06,Monday,10,Tea,Beverage,120,56,UPI,13
2025-10-29,Wednesday,10,Cold Drink,Beverage,40,60,UPI,11
2025-07-06,Sunday,7,Maggi,Grocery,15,85,UPI,23
2025-11-11,Tuesday,11,Butter,Dairy,55,39,UPI,11
2025-10-17,Friday,10,Bread,Bakery,35,61,UPI,19
2025-04-29,Tuesday,4,Biscuit,Snacks,25,45,UPI,9
2025-04-16,Wednesday,4,Maggi,Grocery,15,90,UPI,20
2025-08-21,Thursday,8,Sugar,Grocery,45,28,Card,6
2025-12-27,Saturday,12,Milk,Dairy,60,90,UPI,23
2025-03-31,Monday,3,Tea,Beverage,120,71,UPI,10
2025-02-09,Sunday,2,Coffee,Beverage,180,56,Card,12
2025-07-27,Sunday,7,Bread,Bakery,35,71,Cash,20
2025-01-04,Saturday,1,Cold Drink,Beverage,40,62,UPI,14
2025-11-26,Wednesday,11,Maggi,Grocery,15,50,UPI,21
2025-03-02,Sunday,3,Milk,Dairy,60,62,Cash,21
2025-09-03,Wednesday,9,Sugar,Grocery,45,42,Cash,9
2025-07-30,Wednesday,7,Toothpaste,Personal Care,95,39,UPI,4
2025-03-24,Monday,3,Coffee,Beverage,180,64,UPI,4
2025-03-17,Monday,3,Cold Drink,Beverage,40,36,UPI,6
2025-07-27,Sunday,7,Bread,Bakery,35,84,UPI,24
2025-12-05,Friday,12,Biscuit,Snacks,25,36,UPI,11
2025-08-30,Saturday,8,Soap,Personal Care,40,43,Cash,9
2025-10-26,Sunday,10,Soap,Personal Care,40,77,Cash,11
2025-11-02,Sunday,11,Juice,Beverage,55,59,UPI,15
2025-04-14,Monday,4,Maggi,Grocery,15,72,Cash,20
2025-11-07,Friday,11,Chips,Snacks,20,61,Card,11
2025-09-30,Tuesday,9,Soap,Personal Care,40,74,UPI,6
2025-03-08,Saturday,3,Sugar,Grocery,45,37,Card,17
2025-11-29,Saturday,11,Biscuit,Snacks,25,44,Cash,22
2025-09-04,Thursday,9,Sugar,Grocery,45,51,Cash,9
2025-12-23,Tuesday,12,Biscuit,Snacks,25,39,UPI,13
2025-04-30,Wednesday,4,Milk,Dairy,60,52,Cash,14
2025-05-12,Monday,5,Tea,Beverage,120,28,Cash,8
2025-10-23,Thursday,10,Chips,Snacks,20,34,UPI,14
2025-06-11,Wednesday,6,Bread,Bakery,35,59,UPI,16
2025-10-27,Monday,10,Rice,Grocery,70,65,UPI,11
2025-05-22,Thursday,5,Milk,Dairy,60,85,UPI,17
2025-10-13,Monday,10,Tea,Beverage,120,56,Cash,13
2025-06-07,Saturday,6,Sugar,Grocery,45,84,Cash,15
2025-12-04,Thursday,12,Biscuit,Snacks,25,76,UPI,9
2025-03-24,Monday,3,Chips,Snacks,20,41,UPI,8
2025-10-09,Thursday,10,Chips,Snacks,20,55,Card,11
2025-02-16,Sunday,2,Maggi,Grocery,15,81,UPI,23
2025-04-24,Thursday,4,Maggi,Grocery,15,43,Cash,18
2025-07-25,Friday,7,Biscuit,Snacks,25,74,UPI,13
2025-11-02,Sunday,11,Biscuit,Snacks,25,66,UPI,18
2025-09-23,Tuesday,9,Chips,Snacks,20,42,UPI,10
2025-09-22,Monday,9,Soap,Personal Care,40,62,UPI,3
2025-05-03,Saturday,5,Maggi,Grocery,15,45,Card,20
2025-06-30,Monday,6,Chips,Snacks,20,56,Cash,11
2025-12-27,Saturday,12,Tea,Beverage,120,55,Cash,17
2025-10-26,Sunday,10,Coffee,Beverage,180,48,Cash,14
2025-07-26,Saturday,7,Bread,Bakery,35,56,UPI,20
2025-10-14,Tuesday,10,Tea,Beverage,120,51,UPI,13
2025-09-20,Saturday,9,Maggi,Grocery,15,95,Cash,25
2025-07-13,Sunday,7,Biscuit,Snacks,25,88,UPI,19
2025-08-23,Saturday,8,Milk,Dairy,60,45,UPI,24
2025-07-15,Tuesday,7,Milk,Dairy,60,78,Cash,15
2025-07-31,Thursday,7,Chips,Snacks,20,63,UPI,10
2025-05-15,Thursday,5,Biscuit,Snacks,25,48,UPI,10
2025-06-25,Wednesday,6,Toothpaste,Personal Care,95,59,Card,4
2025-07-01,Tuesday,7,Sugar,Grocery,45,63,UPI,7
2025-12-16,Tuesday,12,Juice,Beverage,55,57,Cash,6
2025-05-04,Sunday,5,Bread,Bakery,35,53,UPI,19
2025-11-13,Thursday,11,Bread,Bakery,35,87,UPI,18
2025-12-13,Saturday,12,Juice,Beverage,55,35,Cash,15
2025-01-22,Wednesday,1,Tea,Beverage,120,74,UPI,15
2025-10-22,Wednesday,10,Cold Drink,Beverage,40,44,Card,13
2025-05-24,Saturday,5,Juice,Beverage,55,49,UPI,21
2025-09-02,Tuesday,9,Chips,Snacks,20,34,UPI,12
2025-12-18,Thursday,12,Rice,Grocery,70,55,Card,6
2025-08-24,Sunday,8,Biscuit,Snacks,25,34,Cash,14
2025-02-21,Friday,2,Rice,Grocery,70,50,Cash,7
2025-10-08,Wednesday,10,Milk,Dairy,60,56,UPI,19
2025-07-07,Monday,7,Soap,Personal Care,40,54,UPI,3
2025-07-10,Thursday,7,Rice,Grocery,70,52,UPI,7
2025-03-09,Sunday,3,Bread,Bakery,35,47,Cash,21
2025-10-12,Sunday,10,Chips,Snacks,20,49,Cash,20
2025-08-31,Sunday,8,Biscuit,Snacks,25,59,UPI,13
2025-11-19,Wednesday,11,Butter,Dairy,55,50,UPI,11
2025-01-25,Saturday,1,Cold Drink,Beverage,40,76,UPI,12
2025-05-11,Sunday,5,Bread,Bakery,35,67,Cash,19
2025-07-04,Friday,7,Milk,Dairy,60,73,Card,18
2025-01-11,Saturday,1,Milk,Dairy,60,62,Card,20
2025-04-12,Saturday,4,Butter,Dairy,55,76,Cash,15
2025-05-26,Monday,5,Bread,Bakery,35,55,Cash,15
2025-08-17,Sunday,8,Tea,Beverage,120,72,UPI,13
2025-03-16,Sunday,3,Shampoo,Personal Care,180,53,Cash,7
2025-02-06,Thursday,2,Coffee,Beverage,180,33,UPI,3
2025-12-01,Monday,12,Milk,Dairy,60,81,UPI,16
2025-05-19,Monday,5,Toothpaste,Personal Care,95,76,Card,7
2025-10-28,Tuesday,10,Milk,Dairy,60,52,UPI,22
2025-05-01,Thursday,5,Maggi,Grocery,15,85,Cash,18
2025-03-27,Thursday,3,Maggi,Grocery,15,45,UPI,19
2025-08-31,Sunday,8,Juice,Beverage,55,33,Cash,12
2025-02-12,Wednesday,2,Tea,Beverage,120,43,Cash,7
2025-07-19,Saturday,7,Maggi,Grocery,15,57,Cash,22
2025-03-06,Thursday,3,Sugar,Grocery,45,60,Cash,7
2025-12-06,Saturday,12,Maggi,Grocery,15,73,UPI,23
2025-05-20,Tuesday,5,Cold Drink,Beverage,40,46,Card,18
2025-04-01,Tuesday,4,Biscuit,Snacks,25,71,UPI,13
2025-10-16,Thursday,10,Biscuit,Snacks,25,78,Cash,18
2025-06-27,Friday,6,Milk,Dairy,60,71,UPI,17
2025-06-07,Saturday,6,Maggi,Grocery,15,60,UPI,24
2025-09-25,Thursday,9,Maggi,Grocery,15,59,UPI,17
2025-12-19,Friday,12,Tea,Beverage,120,55,UPI,16
2025-05-30,Friday,5,Sugar,Grocery,45,44,Cash,10
2025-04-07,Monday,4,Tea,Beverage,120,65,UPI,10
2025-11-27,Thursday,11,Bread,Bakery,35,55,UPI,21
2025-05-03,Saturday,5,Rice,Grocery,70,80,Cash,16
2025-09-30,Tuesday,9,Milk,Dairy,60,62,UPI,16
2025-03-11,Tuesday,3,Maggi,Grocery,15,45,Cash,18
2025-05-20,Tuesday,5,Soap,Personal Care,40,57,UPI,6
2025-01-26,Sunday,1,Maggi,Grocery,15,54,Card,23
2025-03-06,Thursday,3,Milk,Dairy,60,83,UPI,17
2025-01-08,Wednesday,1,Maggi,Grocery,15,52,UPI,19
2025-09-13,Saturday,9,Milk,Dairy,60,86,Cash,22
2025-03-16,Sunday,3,Milk,Dairy,60,88,UPI,19
2025-04-03,Thursday,4,Tea,Beverage,120,44,Cash,8
2025-03-04,Tuesday,3,Chips,Snacks,20,53,Cash,9
2025-01-18,Saturday,1,Sugar,Grocery,45,80,Cash,13
2025-04-17,Thursday,4,Tea,Beverage,120,54,Cash,10
2025-06-15,Sunday,6,Milk,Dairy,60,85,Card,18
2025-05-10,Saturday,5,Tea,Beverage,120,47,UPI,15
2025-12-08,Monday,12,Maggi,Grocery,15,44,UPI,17
2025-01-08,Wednesday,1,Sugar,Grocery,45,77,UPI,7
2025-05-05,Monday,5,Maggi,Grocery,15,38,Cash,16
2025-12-19,Friday,12,Biscuit,Snacks,25,42,UPI,13
2025-03-22,Saturday,3,Maggi,Grocery,15,85,Cash,22
2025-11-17,Monday,11,Juice,Beverage,55,49,Cash,7
2025-02-24,Monday,2,Biscuit,Snacks,25,61,UPI,10
2025-11-27,Thursday,11,Butter,Dairy,55,77,UPI,11
2025-07-03,Thursday,7,Toothpaste,Personal Care,95,41,Card,5
2025-08-13,Wednesday,8,Sugar,Grocery,45,48,UPI,10
2025-10-18,Saturday,10,Tea,Beverage,120,83,UPI,17
2025-11-03,Monday,11,Cold Drink,Beverage,40,62,UPI,9
2025-05-15,Thursday,5,Milk,Dairy,60,61,UPI,18
2025-09-17,Wednesday,9,Biscuit,Snacks,25,78,UPI,12
2025-07-06,Sunday,7,Maggi,Grocery,15,64,Cash,24
2025-10-03,Friday,10,Toothpaste,Personal Care,95,63,Cash,10
2025-03-20,Thursday,3,Biscuit,Snacks,25,51,UPI,13
2025-02-26,Wednesday,2,Toothpaste,Personal Care,95,57,Cash,4
2025-03-08,Saturday,3,Maggi,Grocery,15,52,UPI,20
2025-01-17,Friday,1,Bread,Bakery,35,78,Cash,17
2025-09-27,Saturday,9,Toothpaste,Personal Care,95,51,UPI,15
2025-02-06,Thursday,2,Bread,Bakery,35,46,Cash,13
2025-02-10,Monday,2,Juice,Beverage,55,68,UPI,8
2025-08-01,Friday,8,Coffee,Beverage,180,75,Cash,5
2025-05-17,Saturday,5,Chips,Snacks,20,81,UPI,15
2025-04-21,Monday,4,Milk,Dairy,60,44,UPI,18
2025-07-17,Thursday,7,Bread,Bakery,35,46,UPI,14
2025-11-17,Monday,11,Bread,Bakery,35,87,Cash,20
2025-11-23,Sunday,11,Biscuit,Snacks,25,87,Cash,23
2025-03-27,Thursday,3,Cold Drink,Beverage,40,62,UPI,7
2025-03-22,Saturday,3,Milk,Dairy,60,73,Card,25
2025-10-09,Thursday,10,Cold Drink,Beverage,40,58,Cash,12
2025-06-15,Sunday,6,Sugar,Grocery,45,70,UPI,14
2025-10-09,Thursday,10,Rice,Grocery,70,59,UPI,11
2025-01-18,Saturday,1,Rice,Grocery,70,35,UPI,14
2025-06-04,Wednesday,6,Butter,Dairy,55,43,Card,4
2025-06-11,Wednesday,6,Bread,Bakery,35,82,Cash,13
2025-05-22,Thursday,5,Biscuit,Snacks,25,65,Cash,13
2025-03-21,Friday,3,Juice,Beverage,55,27,UPI,5
2025-05-16,Friday,5,Bread,Bakery,35,72,UPI,15
2025-06-03,Tuesday,6,Milk,Dairy,60,70,UPI,14
2025-02-09,Sunday,2,Juice,Beverage,55,44,UPI,13
2025-12-26,Friday,12,Cold Drink,Beverage,40,36,Cash,10
2025-10-23,Thursday,10,Milk,Dairy,60,88,UPI,19
2025-06-28,Saturday,6,Biscuit,Snacks,25,45,Card,18
2025-12-01,Monday,12,Bread,Bakery,35,37,Cash,17
2025-01-28,Tuesday,1,Shampoo,Personal Care,180,56,UPI,3
2025-03-18,Tuesday,3,Tea,Beverage,120,61,Cash,9
2025-12-11,Thursday,12,Bread,Bakery,35,64,Cash,16
2025-02-16,Sunday,2,Coffee,Beverage,180,48,Cash,10
2025-06-22,Sunday,6,Bread,Bakery,35,75,Cash,19
2025-05-15,Thursday,5,Tea,Beverage,120,52,UPI,7
2025-03-08,Saturday,3,Biscuit,Snacks,25,71,UPI,16
2025-10-20,Monday,10,Rice,Grocery,70,71,Card,12
2025-05-05,Monday,5,Tea,Beverage,120,44,Cash,7
2025-10-22,Wednesday,10,Milk,Dairy,60,78,UPI,16
2025-04-08,Tuesday,4,Milk,Dairy,60,58,Cash,16
2025-06-06,Friday,6,Maggi,Grocery,15,59,Cash,17
2025-08-15,Friday,8,Butter,Dairy,55,37,UPI,8
2025-04-30,Wednesday,4,Juice,Beverage,55,42,Cash,13
2025-02-27,Thursday,2,Chips,Snacks,20,43,Card,8
2025-05-28,Wednesday,5,Juice,Beverage,55,76,Cash,12
2025-08-30,Saturday,8,Milk,Dairy,60,52,Cash,19
2025-10-07,Tuesday,10,Bread,Bakery,35,71,Cash,21
2025-12-22,Monday,12,Butter,Dairy,55,48,Cash,4
2025-01-23,Thursday,1,Toothpaste,Personal Care,95,36,UPI,6
2025-12-23,Tuesday,12,Bread,Bakery,35,54,UPI,17
2025-01-05,Sunday,1,Toothpaste,Personal Care,95,72,UPI,10
2025-12-04,Thursday,12,Chips,Snacks,20,36,UPI,10
2025-11-29,Saturday,11,Cold Drink,Beverage,40,70,Card,18
2025-06-11,Wednesday,6,Maggi,Grocery,15,77,UPI,19
2025-09-14,Sunday,9,Bread,Bakery,35,88,UPI,23
2025-09-29,Monday,9,Bread,Bakery,35,56,UPI,15
2025-01-10,Friday,1,Biscuit,Snacks,25,74,UPI,11
2025-05-01,Thursday,5,Shampoo,Personal Care,180,42,Cash,5
2025-07-18,Friday,7,Shampoo,Personal Care,180,56,Card,1
2025-06-24,Tuesday,6,Bread,Bakery,35,78,UPI,16
2025-09-24,Wednesday,9,Biscuit,Snacks,25,73,Cash,13
2025-10-21,Tuesday,10,Rice,Grocery,70,50,Card,11
2025-10-05,Sunday,10,Milk,Dairy,60,79,UPI,22
2025-03-12,Wednesday,3,Chips,Snacks,20,74,Cash,10
2025-03-11,Tuesday,3,Tea,Beverage,120,79,UPI,10
2025-03-22,Saturday,3,Juice,Beverage,55,65,UPI,10
2025-04-05,Saturday,4,Biscuit,Snacks,25,81,UPI,15
2025-07-31,Thursday,7,Milk,Dairy,60,56,UPI,17
2025-11-23,Sunday,11,Juice,Beverage,55,40,UPI,14
2025-11-10,Monday,11,Maggi,Grocery,15,80,Cash,24
2025-04-29,Tuesday,4,Soap,Personal Care,40,44,UPI,2
2025-03-10,Monday,3,Chips,Snacks,20,70,UPI,12
2025-04-05,Saturday,4,Toothpaste,Personal Care,95,63,UPI,13
2025-01-17,Friday,1,Bread,Bakery,35,84,Card,16
2025-07-31,Thursday,7,Juice,Beverage,55,73,Cash,6
2025-04-15,Tuesday,4,Bread,Bakery,35,44,Card,13
2025-11-12,Wednesday,11,Butter,Dairy,55,60,Card,11
2025-01-22,Wednesday,1,Sugar,Grocery,45,77,Cash,10
2025-07-21,Monday,7,Biscuit,Snacks,25,80,Cash,13
2025-11-25,Tuesday,11,Tea,Beverage,120,64,Cash,15
2025-05-06,Tuesday,5,Maggi,Grocery,15,74,UPI,20
2025-10-13,Monday,10,Biscuit,Snacks,25,86,Cash,18
2025-05-30,Friday,5,Maggi,Grocery,15,64,Card,19
2025-05-27,Tuesday,5,Biscuit,Snacks,25,42,UPI,12
2025-01-28,Tuesday,1,Soap,Personal Care,40,35,UPI,6
2025-02-16,Sunday,2,Toothpaste,Personal Care,95,42,Cash,11
2025-12-23,Tuesday,12,Juice,Beverage,55,37,UPI,9
2025-01-13,Monday,1,Milk,Dairy,60,64,Cash,15
2025-04-14,Monday,4,Biscuit,Snacks,25,37,UPI,12
2025-12-31,Wednesday,12,Biscuit,Snacks,25,75,Cash,10
2025-12-28,Sunday,12,Maggi,Grocery,15,49,UPI,24
2025-09-19,Friday,9,Rice,Grocery,70,39,UPI,9
2025-03-29,Saturday,3,Rice,Grocery,70,76,Card,14
2025-03-16,Sunday,3,Bread,Bakery,35,63,UPI,17
2025-08-17,Sunday,8,Biscuit,Snacks,25,42,Card,15
2025-01-02,Thursday,1,Juice,Beverage,55,77,UPI,9
2025-09-13,Saturday,9,Sugar,Grocery,45,71,Card,13
2025-10-29,Wednesday,10,Bread,Bakery,35,67,UPI,21
2025-01-04,Saturday,1,Soap,Personal Care,40,47,Cash,10
2025-04-17,Thursday,4,Coffee,Beverage,180,34,UPI,3
2025-01-19,Sunday,1,Toothpaste,Personal Care,95,70,Cash,8
2025-06-19,Thursday,6,Soap,Personal Care,40,25,UPI,2
2025-03-24,Monday,3,Butter,Dairy,55,65,Cash,6
2025-10-21,Tuesday,10,Biscuit,Snacks,25,82,Cash,15
2025-02-17,Monday,2,Juice,Beverage,55,47,UPI,7
2025-02-04,Tuesday,2,Rice,Grocery,70,63,UPI,8
2025-03-04,Tuesday,3,Sugar,Grocery,45,49,UPI,8
2025-12-23,Tuesday,12,Tea,Beverage,120,38,UPI,15
2025-11-19,Wednesday,11,Biscuit,Snacks,25,80,Cash,14
2025-12-28,Sunday,12,Juice,Beverage,55,71,Cash,13
2025-10-22,Wednesday,10,Milk,Dairy,60,78,Cash,19
2025-11-20,Thursday,11,Tea,Beverage,120,78,UPI,19
2025-04-10,Thursday,4,Milk,Dairy,60,41,UPI,14
2025-03-02,Sunday,3,Shampoo,Personal Care,180,55,UPI,9
2025-10-14,Tuesday,10,Milk,Dairy,60,77,UPI,17
2025-02-04,Tuesday,2,Milk,Dairy,60,55,UPI,16
2025-01-04,Saturday,1,Milk,Dairy,60,60,UPI,19
2025-01-15,Wednesday,1,Coffee,Beverage,180,49,Cash,8
2025-09-03,Wednesday,9,Juice,Beverage,55,30,Cash,8
2025-11-18,Tuesday,11,Sugar,Grocery,45,56,UPI,15
2025-01-29,Wednesday,1,Chips,Snacks,20,51,Cash,12
2025-10-12,Sunday,10,Toothpaste,Personal Care,95,70,Cash,14
2025-07-01,Tuesday,7,Chips,Snacks,20,37,UPI,8
2025-07-12,Saturday,7,Maggi,Grocery,15,80,Cash,24
2025-03-01,Saturday,3,Bread,Bakery,35,85,UPI,20
2025-09-12,Friday,9,Rice,Grocery,70,49,UPI,6
2025-04-21,Monday,4,Juice,Beverage,55,47,UPI,16
2025-04-14,Monday,4,Chips,Snacks,20,56,UPI,8
2025-09-14,Sunday,9,Chips,Snacks,20,54,Card,13
2025-09-26,Friday,9,Biscuit,Snacks,25,80,UPI,11
2025-02-20,Thursday,2,Biscuit,Snacks,25,76,Card,13
2025-01-19,Sunday,1,Bread,Bakery,35,87,Card,22
2025-06-09,Monday,6,Maggi,Grocery,15,79,Cash,16
2025-06-20,Friday,6,Cold Drink,Beverage,40,40,UPI,14
2025-06-09,Monday,6,Toothpaste,Personal Care,95,60,Cash,4
2025-04-18,Friday,4,Shampoo,Personal Care,180,35,UPI,3
2025-06-13,Friday,6,Milk,Dairy,60,79,UPI,17
2025-05-21,Wednesday,5,Bread,Bakery,35,33,Card,13
2025-02-22,Saturday,2,Coffee,Beverage,180,53,UPI,11
2025-12-27,Saturday,12,Milk,Dairy,60,58,UPI,23
2025-06-23,Monday,6,Milk,Dairy,60,66,UPI,18
2025-12-12,Friday,12,Maggi,Grocery,15,42,UPI,16
2025-07-20,Sunday,7,Maggi,Grocery,15,81,Cash,24
2025-08-17,Sunday,8,Biscuit,Snacks,25,57,UPI,18
2025-12-10,Wednesday,12,Bread,Bakery,35,42,Card,17
2025-08-27,Wednesday,8,Biscuit,Snacks,25,41,UPI,13
2025-12-24,Wednesday,12,Chips,Snacks,20,37,UPI,11
2025-12-30,Tuesday,12,Toothpaste,Personal Care,95,57,UPI,7
2025-11-12,Wednesday,11,Bread,Bakery,35,64,UPI,19
2025-06-19,Thursday,6,Juice,Beverage,55,66,UPI,15
2025-06-29,Sunday,6,Sugar,Grocery,45,45,UPI,15
2025-10-22,Wednesday,10,Milk,Dairy,60,47,UPI,21
2025-02-24,Monday,2,Biscuit,Snacks,25,66,Cash,11
2025-09-30,Tuesday,9,Chips,Snacks,20,56,Cash,11
2025-05-05,Monday,5,Bread,Bakery,35,47,Card,17
2025-06-24,Tuesday,6,Rice,Grocery,70,70,Cash,6
2025-08-11,Monday,8,Chips,Snacks,20,82,UPI,12
2025-03-30,Sunday,3,Biscuit,Snacks,25,67,UPI,16
2025-06-16,Monday,6,Soap,Personal Care,40,32,Cash,6
2025-07-27,Sunday,7,Bread,Bakery,35,46,Cash,20
2025-07-14,Monday,7,Soap,Personal Care,40,55,Cash,4
2025-04-22,Tuesday,4,Maggi,Grocery,15,74,Card,17
2025-01-01,Wednesday,1,Shampoo,Personal Care,180,64,UPI,2
2025-07-19,Saturday,7,Tea,Beverage,120,66,UPI,18
2025-06-12,Thursday,6,Toothpaste,Personal Care,95,62,Cash,6
2025-08-11,Monday,8,Toothpaste,Personal Care,95,31,Cash,6
2025-09-19,Friday,9,Soap,Personal Care,40,33,Card,5
2025-10-09,Thursday,10,Maggi,Grocery,15,83,Cash,18
2025-02-26,Wednesday,2,Butter,Dairy,55,27,UPI,6
2025-07-21,Monday,7,Biscuit,Snacks,25,76,UPI,11
2025-10-07,Tuesday,10,Rice,Grocery,70,59,UPI,9
2025-07-04,Friday,7,Coffee,Beverage,180,35,UPI,6
2025-03-06,Thursday,3,Cold Drink,Beverage,40,27,UPI,7
2025-09-07,Sunday,9,Maggi,Grocery,15,48,UPI,23
2025-08-22,Friday,8,Chips,Snacks,20,59,Cash,12
2025-08-06,Wednesday,8,Sugar,Grocery,45,58,UPI,10
2025-08-06,Wednesday,8,Bread,Bakery,35,37,Cash,17
2025-05-02,Friday,5,Chips,Snacks,20,49,UPI,12
2025-07-07,Monday,7,Tea,Beverage,120,29,Cash,7
2025-02-27,Thursday,2,Biscuit,Snacks,25,63,Card,13
2025-09-27,Saturday,9,Maggi,Grocery,15,77,UPI,24
2025-02-15,Saturday,2,Cold Drink,Beverage,40,73,Cash,13
2025-02-09,Sunday,2,Juice,Beverage,55,55,Cash,16
2025-10-01,Wednesday,10,Cold Drink,Beverage,40,60,UPI,11
2025-06-19,Thursday,6,Sugar,Grocery,45,51,Card,9
2025-05-29,Thursday,5,Chips,Snacks,20,31,Cash,9
2025-06-05,Thursday,6,Soap,Personal Care,40,42,UPI,6
2025-03-28,Friday,3,Sugar,Grocery,45,33,Cash,10
2025-11-16,Sunday,11,Milk,Dairy,60,49,UPI,24
2025-05-23,Friday,5,Maggi,Grocery,15,46,Cash,18
2025-05-12,Monday,5,Milk,Dairy,60,81,UPI,14
2025-10-30,Thursday,10,Bread,Bakery,35,62,Cash,19
2025-12-25,Thursday,12,Milk,Dairy,60,66,UPI,15
2025-01-17,Friday,1,Tea,Beverage,120,41,Cash,12
2025-09-11,Thursday,9,Chips,Snacks,20,80,UPI,11
2025-11-23,Sunday,11,Toothpaste,Personal Care,95,81,Cash,15
2025-05-16,Friday,5,Maggi,Grocery,15,39,UPI,16
2025-06-04,Wednesday,6,Rice,Grocery,70,75,Card,8
2025-04-30,Wednesday,4,Juice,Beverage,55,66,UPI,16
2025-08-11,Monday,8,Tea,Beverage,120,45,Card,7
2025-12-14,Sunday,12,Sugar,Grocery,45,78,Card,15
2025-09-30,Tuesday,9,Maggi,Grocery,15,65,Cash,18
2025-05-20,Tuesday,5,Toothpaste,Personal Care,95,43,UPI,6
2025-12-02,Tuesday,12,Maggi,Grocery,15,65,UPI,20
2025-05-04,Sunday,5,Toothpaste,Personal Care,95,65,UPI,12
2025-04-03,Thursday,4,Biscuit,Snacks,25,66,UPI,11
2025-02-04,Tuesday,2,Maggi,Grocery,15,62,UPI,16
2025-08-17,Sunday,8,Maggi,Grocery,15,88,UPI,22
2025-01-13,Monday,1,Bread,Bakery,35,42,UPI,17
2025-04-22,Tuesday,4,Soap,Personal Care,40,66,UPI,6
2025-02-14,Friday,2,Juice,Beverage,55,37,UPI,9
2025-11-28,Friday,11,Biscuit,Snacks,25,76,UPI,12
2025-12-05,Friday,12,Milk,Dairy,60,74,UPI,14
2025-08-07,Thursday,8,Butter,Dairy,55,42,UPI,6
2025-02-01,Saturday,2,Maggi,Grocery,15,66,Card,25
2025-05-16,Friday,5,Milk,Dairy,60,63,UPI,15
2025-04-13,Sunday,4,Butter,Dairy,55,45,Cash,14
2025-10-04,Saturday,10,Maggi,Grocery,15,90,UPI,29
2025-05-13,Tuesday,5,Sugar,Grocery,45,28,UPI,6
2025-05-09,Friday,5,Coffee,Beverage,180,27,Card,6
2025-11-24,Monday,11,Bread,Bakery,35,77,UPI,15
2025-06-18,Wednesday,6,Bread,Bakery,35,72,UPI,16
2025-09-09,Tuesday,9,Biscuit,Snacks,25,59,UPI,12
2025-02-05,Wednesday,2,Biscuit,Snacks,25,47,UPI,13
2025-09-04,Thursday,9,Juice,Beverage,55,61,UPI,5
2025-06-20,Friday,6,Butter,Dairy,55,51,UPI,6
2025-11-28,Friday,11,Butter,Dairy,55,62,Card,8
2025-08-24,Sunday,8,Milk,Dairy,60,51,Cash,20
2025-12-05,Friday,12,Butter,Dairy,55,44,Cash,5
2025-11-19,Wednesday,11,Cold Drink,Beverage,40,38,Card,13
2025-04-08,Tuesday,4,Sugar,Grocery,45,29,UPI,7
2025-10-31,Friday,10,Biscuit,Snacks,25,59,UPI,15
2025-06-07,Saturday,6,Tea,Beverage,120,65,Card,17
2025-06-23,Monday,6,Maggi,Grocery,15,57,Cash,16
2025-03-02,Sunday,3,Maggi,Grocery,15,73,Card,24
2025-10-02,Thursday,10,Cold Drink,Beverage,40,47,Card,13
2025-03-14,Friday,3,Maggi,Grocery,15,80,UPI,19
2025-11-13,Thursday,11,Cold Drink,Beverage,40,73,Cash,9
2025-11-20,Thursday,11,Maggi,Grocery,15,90,UPI,20
2025-10-30,Thursday,10,Soap,Personal Care,40,31,UPI,4
2025-04-23,Wednesday,4,Chips,Snacks,20,40,UPI,8
2025-12-14,Sunday,12,Chips,Snacks,20,43,Card,16
2025-03-12,Wednesday,3,Coffee,Beverage,180,75,UPI,5
2025-03-30,Sunday,3,Maggi,Grocery,15,48,UPI,21
2025-03-28,Friday,3,Biscuit,Snacks,25,66,UPI,11
2025-10-25,Saturday,10,Bread,Bakery,35,89,Cash,19
2025-03-22,Saturday,3,Soap,Personal Care,40,33,UPI,8
2025-02-15,Saturday,2,Bread,Bakery,35,68,Cash,22
2025-09-01,Monday,9,Chips,Snacks,20,42,UPI,9
2025-08-19,Tuesday,8,Milk,Dairy,60,52,Card,17
2025-01-20,Monday,1,Soap,Personal Care,40,37,Cash,6
2025-02-15,Saturday,2,Soap,Personal Care,40,55,UPI,9
2025-03-02,Sunday,3,Bread,Bakery,35,79,UPI,20
2025-10-04,Saturday,10,Biscuit,Snacks,25,91,Cash,22
2025-01-28,Tuesday,1,Bread,Bakery,35,41,Cash,14
